code,date,weight
301568,2025-08-08,0.1
301380,2025-08-08,0.1
002842,2025-08-08,0.1
301603,2025-08-08,0.1
002792,2025-08-08,0.1
301272,2025-08-08,0.1
002104,2025-08-08,0.1
002261,2025-08-08,0.1
600980,2025-08-08,0.1
300045,2025-08-08,0.1
603083,2025-08-11,0.1
002842,2025-08-11,0.1
301603,2025-08-11,0.1
002792,2025-08-11,0.1
002195,2025-08-11,0.1
301272,2025-08-11,0.1
002261,2025-08-11,0.1
600980,2025-08-11,0.1
300045,2025-08-11,0.1
300322,2025-08-11,0.1
301568,2025-08-12,0.1
603083,2025-08-12,0.1
002842,2025-08-12,0.1
301603,2025-08-12,0.1
301183,2025-08-12,0.1
002792,2025-08-12,0.1
300499,2025-08-12,0.1
002195,2025-08-12,0.1
301272,2025-08-12,0.1
301488,2025-08-12,0.1
301568,2025-08-13,0.1
603083,2025-08-13,0.1
002298,2025-08-13,0.1
301603,2025-08-13,0.1
301183,2025-08-13,0.1
002792,2025-08-13,0.1
002195,2025-08-13,0.1
301272,2025-08-13,0.1
002104,2025-08-13,0.1
301488,2025-08-13,0.1
301568,2025-08-14,0.1
600410,2025-08-14,0.1
603083,2025-08-14,0.1
002842,2025-08-14,0.1
301603,2025-08-14,0.1
301183,2025-08-14,0.1
002792,2025-08-14,0.1
002195,2025-08-14,0.1
002104,2025-08-14,0.1
002261,2025-08-14,0.1
301603,2025-08-15,0.1
002195,2025-08-15,0.1
301272,2025-08-15,0.1
301488,2025-08-15,0.1
002261,2025-08-15,0.1
002177,2025-08-15,0.1
600980,2025-08-15,0.1
300045,2025-08-15,0.1
002593,2025-08-15,0.1
301295,2025-08-15,0.1
301568,2025-08-18,0.1
600410,2025-08-18,0.1
002842,2025-08-18,0.1
301603,2025-08-18,0.1
301183,2025-08-18,0.1
002792,2025-08-18,0.1
300499,2025-08-18,0.1
002195,2025-08-18,0.1
301272,2025-08-18,0.1
002104,2025-08-18,0.1
301568,2025-08-19,0.1
600410,2025-08-19,0.1
603083,2025-08-19,0.1
002842,2025-08-19,0.1
301603,2025-08-19,0.1
301183,2025-08-19,0.1
002792,2025-08-19,0.1
300499,2025-08-19,0.1
002195,2025-08-19,0.1
301628,2025-08-19,0.1
600410,2025-08-20,0.1
603083,2025-08-20,0.1
002842,2025-08-20,0.1
301603,2025-08-20,0.1
002792,2025-08-20,0.1
002195,2025-08-20,0.1
002251,2025-08-20,0.1
301272,2025-08-20,0.1
002104,2025-08-20,0.1
301488,2025-08-20,0.1
301568,2025-08-21,0.1
600410,2025-08-21,0.1
002842,2025-08-21,0.1
301603,2025-08-21,0.1
301183,2025-08-21,0.1
002792,2025-08-21,0.1
300499,2025-08-21,0.1
002195,2025-08-21,0.1
002251,2025-08-21,0.1
301272,2025-08-21,0.1
600410,2025-08-22,0.1
002842,2025-08-22,0.1
301603,2025-08-22,0.1
301183,2025-08-22,0.1
300499,2025-08-22,0.1
002195,2025-08-22,0.1
002104,2025-08-22,0.1
301617,2025-08-22,0.1
002177,2025-08-22,0.1
603158,2025-08-22,0.1
301568,2025-08-25,0.1
600410,2025-08-25,0.1
603083,2025-08-25,0.1
301380,2025-08-25,0.1
002842,2025-08-25,0.1
301603,2025-08-25,0.1
301183,2025-08-25,0.1
002792,2025-08-25,0.1
300499,2025-08-25,0.1
002195,2025-08-25,0.1
600410,2025-08-26,0.1
603083,2025-08-26,0.1
002842,2025-08-26,0.1
301603,2025-08-26,0.1
301183,2025-08-26,0.1
002792,2025-08-26,0.1
002195,2025-08-26,0.1
300499,2025-08-26,0.1
301628,2025-08-26,0.1
301272,2025-08-26,0.1
600410,2025-08-27,0.1
603083,2025-08-27,0.1
002842,2025-08-27,0.1
301380,2025-08-27,0.1
301603,2025-08-27,0.1
301183,2025-08-27,0.1
002792,2025-08-27,0.1
002195,2025-08-27,0.1
300499,2025-08-27,0.1
301272,2025-08-27,0.1
