code,date,weight
002261,2025-08-08,0.1
002600,2025-08-08,0.1
002837,2025-08-08,0.1
000831,2025-08-08,0.1
000977,2025-08-08,0.1
000988,2025-08-08,0.1
002281,2025-08-08,0.1
002402,2025-08-08,0.1
300604,2025-08-08,0.1
600580,2025-08-08,0.1
300059,2025-08-11,0.1
601138,2025-08-11,0.1
002261,2025-08-11,0.1
002195,2025-08-11,0.1
002600,2025-08-11,0.1
300394,2025-08-11,0.1
002837,2025-08-11,0.1
603083,2025-08-11,0.1
000977,2025-08-11,0.1
300750,2025-08-11,0.1
300476,2025-08-12,0.1
300059,2025-08-12,0.1
300308,2025-08-12,0.1
002261,2025-08-12,0.1
002195,2025-08-12,0.1
002600,2025-08-12,0.1
300394,2025-08-12,0.1
300803,2025-08-12,0.1
002837,2025-08-12,0.1
603083,2025-08-12,0.1
300502,2025-08-13,0.1
300476,2025-08-13,0.1
300059,2025-08-13,0.1
300308,2025-08-13,0.1
601138,2025-08-13,0.1
002261,2025-08-13,0.1
002195,2025-08-13,0.1
002600,2025-08-13,0.1
300394,2025-08-13,0.1
300803,2025-08-13,0.1
300502,2025-08-14,0.1
300476,2025-08-14,0.1
300059,2025-08-14,0.1
300308,2025-08-14,0.1
002261,2025-08-14,0.1
002195,2025-08-14,0.1
300394,2025-08-14,0.1
300803,2025-08-14,0.1
600410,2025-08-14,0.1
002837,2025-08-14,0.1
600111,2025-08-15,0.1
300502,2025-08-15,0.1
300059,2025-08-15,0.1
002261,2025-08-15,0.1
002195,2025-08-15,0.1
002600,2025-08-15,0.1
002837,2025-08-15,0.1
000831,2025-08-15,0.1
000977,2025-08-15,0.1
300750,2025-08-15,0.1
600111,2025-08-18,0.1
300502,2025-08-18,0.1
300476,2025-08-18,0.1
300059,2025-08-18,0.1
300308,2025-08-18,0.1
601138,2025-08-18,0.1
002261,2025-08-18,0.1
002195,2025-08-18,0.1
002600,2025-08-18,0.1
603019,2025-08-18,0.1
600111,2025-08-19,0.1
300502,2025-08-19,0.1
300476,2025-08-19,0.1
300059,2025-08-19,0.1
300308,2025-08-19,0.1
601138,2025-08-19,0.1
002261,2025-08-19,0.1
002195,2025-08-19,0.1
002600,2025-08-19,0.1
603019,2025-08-19,0.1
600111,2025-08-20,0.1
300502,2025-08-20,0.1
601138,2025-08-20,0.1
002261,2025-08-20,0.1
002195,2025-08-20,0.1
002600,2025-08-20,0.1
603019,2025-08-20,0.1
300803,2025-08-20,0.1
600410,2025-08-20,0.1
688008,2025-08-20,0.1
600111,2025-08-21,0.1
300502,2025-08-21,0.1
300476,2025-08-21,0.1
300059,2025-08-21,0.1
300308,2025-08-21,0.1
601138,2025-08-21,0.1
002261,2025-08-21,0.1
002195,2025-08-21,0.1
002600,2025-08-21,0.1
603019,2025-08-21,0.1
600111,2025-08-22,0.1
300502,2025-08-22,0.1
300476,2025-08-22,0.1
300308,2025-08-22,0.1
601138,2025-08-22,0.1
002195,2025-08-22,0.1
002600,2025-08-22,0.1
300394,2025-08-22,0.1
600410,2025-08-22,0.1
300803,2025-08-22,0.1
600111,2025-08-25,0.1
300502,2025-08-25,0.1
300476,2025-08-25,0.1
300308,2025-08-25,0.1
300059,2025-08-25,0.1
601138,2025-08-25,0.1
688041,2025-08-25,0.1
002195,2025-08-25,0.1
002600,2025-08-25,0.1
300394,2025-08-25,0.1
600111,2025-08-26,0.1
300502,2025-08-26,0.1
300476,2025-08-26,0.1
300308,2025-08-26,0.1
300059,2025-08-26,0.1
601138,2025-08-26,0.1
002195,2025-08-26,0.1
002600,2025-08-26,0.1
300394,2025-08-26,0.1
603019,2025-08-26,0.1
600111,2025-08-27,0.1
300476,2025-08-27,0.1
300502,2025-08-27,0.1
300308,2025-08-27,0.1
300059,2025-08-27,0.1
601138,2025-08-27,0.1
002195,2025-08-27,0.1
002600,2025-08-27,0.1
300394,2025-08-27,0.1
603019,2025-08-27,0.1
