code,date,weight
600210,2025-08-08,0.1
300861,2025-08-08,0.1
301272,2025-08-08,0.1
000544,2025-08-08,0.1
603859,2025-08-08,0.1
603231,2025-08-08,0.1
603282,2025-08-08,0.1
688295,2025-08-08,0.1
603230,2025-08-08,0.1
000757,2025-08-08,0.1
300861,2025-08-11,0.1
603020,2025-08-11,0.1
301272,2025-08-11,0.1
688228,2025-08-11,0.1
000544,2025-08-11,0.1
603083,2025-08-11,0.1
603859,2025-08-11,0.1
603231,2025-08-11,0.1
688053,2025-08-11,0.1
300726,2025-08-11,0.1
600210,2025-08-12,0.1
003012,2025-08-12,0.1
300861,2025-08-12,0.1
603020,2025-08-12,0.1
301272,2025-08-12,0.1
603083,2025-08-12,0.1
603859,2025-08-12,0.1
603231,2025-08-12,0.1
688053,2025-08-12,0.1
688408,2025-08-12,0.1
003012,2025-08-13,0.1
300861,2025-08-13,0.1
603020,2025-08-13,0.1
301272,2025-08-13,0.1
603083,2025-08-13,0.1
603231,2025-08-13,0.1
688053,2025-08-13,0.1
688408,2025-08-13,0.1
603282,2025-08-13,0.1
688295,2025-08-13,0.1
003012,2025-08-14,0.1
300861,2025-08-14,0.1
603020,2025-08-14,0.1
603083,2025-08-14,0.1
300594,2025-08-14,0.1
603231,2025-08-14,0.1
688053,2025-08-14,0.1
002950,2025-08-14,0.1
603282,2025-08-14,0.1
688330,2025-08-14,0.1
600210,2025-08-15,0.1
003012,2025-08-15,0.1
300861,2025-08-15,0.1
603020,2025-08-15,0.1
301272,2025-08-15,0.1
603231,2025-08-15,0.1
688053,2025-08-15,0.1
002950,2025-08-15,0.1
300726,2025-08-15,0.1
603282,2025-08-15,0.1
600210,2025-08-18,0.1
003012,2025-08-18,0.1
300861,2025-08-18,0.1
603020,2025-08-18,0.1
301272,2025-08-18,0.1
603859,2025-08-18,0.1
300594,2025-08-18,0.1
603231,2025-08-18,0.1
688053,2025-08-18,0.1
002950,2025-08-18,0.1
600210,2025-08-19,0.1
003012,2025-08-19,0.1
603020,2025-08-19,0.1
301272,2025-08-19,0.1
688228,2025-08-19,0.1
603083,2025-08-19,0.1
603859,2025-08-19,0.1
300594,2025-08-19,0.1
002867,2025-08-19,0.1
603231,2025-08-19,0.1
600210,2025-08-20,0.1
600741,2025-08-20,0.1
300861,2025-08-20,0.1
603020,2025-08-20,0.1
301272,2025-08-20,0.1
603083,2025-08-20,0.1
603859,2025-08-20,0.1
002867,2025-08-20,0.1
603231,2025-08-20,0.1
603282,2025-08-20,0.1
600210,2025-08-21,0.1
600741,2025-08-21,0.1
300861,2025-08-21,0.1
603020,2025-08-21,0.1
301272,2025-08-21,0.1
688228,2025-08-21,0.1
603231,2025-08-21,0.1
002950,2025-08-21,0.1
603282,2025-08-21,0.1
688330,2025-08-21,0.1
600210,2025-08-22,0.1
300861,2025-08-22,0.1
603020,2025-08-22,0.1
688228,2025-08-22,0.1
603859,2025-08-22,0.1
300594,2025-08-22,0.1
002950,2025-08-22,0.1
688408,2025-08-22,0.1
603282,2025-08-22,0.1
601061,2025-08-22,0.1
600210,2025-08-25,0.1
003012,2025-08-25,0.1
600741,2025-08-25,0.1
300861,2025-08-25,0.1
603020,2025-08-25,0.1
301272,2025-08-25,0.1
688228,2025-08-25,0.1
000544,2025-08-25,0.1
603083,2025-08-25,0.1
603859,2025-08-25,0.1
600210,2025-08-26,0.1
003012,2025-08-26,0.1
600741,2025-08-26,0.1
300861,2025-08-26,0.1
603020,2025-08-26,0.1
301272,2025-08-26,0.1
688228,2025-08-26,0.1
000544,2025-08-26,0.1
603083,2025-08-26,0.1
603859,2025-08-26,0.1
600210,2025-08-27,0.1
003012,2025-08-27,0.1
600741,2025-08-27,0.1
603020,2025-08-27,0.1
300861,2025-08-27,0.1
301272,2025-08-27,0.1
000544,2025-08-27,0.1
688228,2025-08-27,0.1
603083,2025-08-27,0.1
603859,2025-08-27,0.1
