code,date,weight
301388,2025-08-01,0.1
603073,2025-08-01,0.1
600883,2025-08-01,0.1
300163,2025-08-01,0.1
301148,2025-08-01,0.1
001331,2025-08-01,0.1
001260,2025-08-01,0.1
300784,2025-08-01,0.1
300886,2025-08-01,0.1
603307,2025-08-01,0.1
001379,2025-08-01,0.1
001299,2025-08-01,0.1
301388,2025-08-04,0.1
603073,2025-08-04,0.1
600883,2025-08-04,0.1
301329,2025-08-04,0.1
300163,2025-08-04,0.1
301233,2025-08-04,0.1
001331,2025-08-04,0.1
001260,2025-08-04,0.1
300784,2025-08-04,0.1
300640,2025-08-04,0.1
603307,2025-08-04,0.1
002700,2025-08-04,0.1
001299,2025-08-04,0.1
301388,2025-08-05,0.1
603073,2025-08-05,0.1
600883,2025-08-05,0.1
301359,2025-08-05,0.1
300163,2025-08-05,0.1
001331,2025-08-05,0.1
001260,2025-08-05,0.1
300784,2025-08-05,0.1
603307,2025-08-05,0.1
002700,2025-08-05,0.1
001299,2025-08-05,0.1
301139,2025-08-05,0.1
301388,2025-08-06,0.1
603073,2025-08-06,0.1
600883,2025-08-06,0.1
301295,2025-08-06,0.1
300163,2025-08-06,0.1
301359,2025-08-06,0.1
001331,2025-08-06,0.1
001260,2025-08-06,0.1
300784,2025-08-06,0.1
300886,2025-08-06,0.1
603307,2025-08-06,0.1
002700,2025-08-06,0.1
001300,2025-08-06,0.1
301139,2025-08-06,0.1
301388,2025-08-07,0.1
603073,2025-08-07,0.1
600883,2025-08-07,0.1
301295,2025-08-07,0.1
300163,2025-08-07,0.1
301359,2025-08-07,0.1
001331,2025-08-07,0.1
001260,2025-08-07,0.1
300784,2025-08-07,0.1
300886,2025-08-07,0.1
603307,2025-08-07,0.1
002700,2025-08-07,0.1
001300,2025-08-07,0.1
301139,2025-08-07,0.1
301388,2025-08-08,0.1
603073,2025-08-08,0.1
600883,2025-08-08,0.1
001260,2025-08-08,0.1
300163,2025-08-08,0.1
301359,2025-08-08,0.1
001331,2025-08-08,0.1
300784,2025-08-08,0.1
300886,2025-08-08,0.1
603307,2025-08-08,0.1
002700,2025-08-08,0.1
001300,2025-08-08,0.1
301139,2025-08-08,0.1
301388,2025-08-11,0.1
003018,2025-08-11,0.1
600883,2025-08-11,0.1
301359,2025-08-11,0.1
300163,2025-08-11,0.1
001331,2025-08-11,0.1
001260,2025-08-11,0.1
300784,2025-08-11,0.1
300886,2025-08-11,0.1
603307,2025-08-11,0.1
002700,2025-08-11,0.1
001300,2025-08-11,0.1
301139,2025-08-11,0.1
301388,2025-08-12,0.1
603073,2025-08-12,0.1
600883,2025-08-12,0.1
001331,2025-08-12,0.1
300163,2025-08-12,0.1
001260,2025-08-12,0.1
300784,2025-08-12,0.1
300640,2025-08-12,0.1
603307,2025-08-12,0.1
002700,2025-08-12,0.1
001300,2025-08-12,0.1
301139,2025-08-12,0.1
301388,2025-08-13,0.1
002718,2025-08-13,0.1
600883,2025-08-13,0.1
603172,2025-08-13,0.1
300163,2025-08-13,0.1
001331,2025-08-13,0.1
001260,2025-08-13,0.1
300784,2025-08-13,0.1
300640,2025-08-13,0.1
603307,2025-08-13,0.1
002700,2025-08-13,0.1
001300,2025-08-13,0.1
301139,2025-08-13,0.1
301388,2025-08-14,0.1
603073,2025-08-14,0.1
600883,2025-08-14,0.1
300163,2025-08-14,0.1
001331,2025-08-14,0.1
001260,2025-08-14,0.1
300784,2025-08-14,0.1
300640,2025-08-14,0.1
603307,2025-08-14,0.1
002700,2025-08-14,0.1
001300,2025-08-14,0.1
603291,2025-08-14,0.1
301388,2025-08-15,0.1
603073,2025-08-15,0.1
600883,2025-08-15,0.1
301429,2025-08-15,0.1
300163,2025-08-15,0.1
001331,2025-08-15,0.1
001260,2025-08-15,0.1
300784,2025-08-15,0.1
603307,2025-08-15,0.1
301588,2025-08-15,0.1
001300,2025-08-15,0.1
301139,2025-08-15,0.1
301388,2025-08-18,0.1
002718,2025-08-18,0.1
600883,2025-08-18,0.1
001225,2025-08-18,0.1
300163,2025-08-18,0.1
001331,2025-08-18,0.1
001260,2025-08-18,0.1
300784,2025-08-18,0.1
603307,2025-08-18,0.1
301588,2025-08-18,0.1
001300,2025-08-18,0.1
301139,2025-08-18,0.1
001368,2025-08-19,0.1
002718,2025-08-19,0.1
600883,2025-08-19,0.1
301353,2025-08-19,0.1
300163,2025-08-19,0.1
301388,2025-08-19,0.1
001331,2025-08-19,0.1
001260,2025-08-19,0.1
301139,2025-08-19,0.1
603307,2025-08-19,0.1
002700,2025-08-19,0.1
001300,2025-08-19,0.1
603307,2025-08-20,0.1
002718,2025-08-20,0.1
600883,2025-08-20,0.1
301353,2025-08-20,0.1
300163,2025-08-20,0.1
301388,2025-08-20,0.1
001331,2025-08-20,0.1
001260,2025-08-20,0.1
300784,2025-08-20,0.1
003003,2025-08-20,0.1
002700,2025-08-20,0.1
003018,2025-08-20,0.1
301139,2025-08-20,0.1
001225,2025-08-21,0.1
002718,2025-08-21,0.1
600883,2025-08-21,0.1
301353,2025-08-21,0.1
300163,2025-08-21,0.1
301388,2025-08-21,0.1
001331,2025-08-21,0.1
001260,2025-08-21,0.1
300784,2025-08-21,0.1
603307,2025-08-21,0.1
002700,2025-08-21,0.1
003018,2025-08-21,0.1
301139,2025-08-21,0.1
301287,2025-08-22,0.1
001336,2025-08-22,0.1
600883,2025-08-22,0.1
301314,2025-08-22,0.1
300163,2025-08-22,0.1
301388,2025-08-22,0.1
001331,2025-08-22,0.1
001260,2025-08-22,0.1
300784,2025-08-22,0.1
603307,2025-08-22,0.1
002700,2025-08-22,0.1
003018,2025-08-22,0.1
301139,2025-08-22,0.1
301287,2025-08-25,0.1
001336,2025-08-25,0.1
600883,2025-08-25,0.1
301314,2025-08-25,0.1
300163,2025-08-25,0.1
301388,2025-08-25,0.1
001331,2025-08-25,0.1
001260,2025-08-25,0.1
603391,2025-08-25,0.1
603307,2025-08-25,0.1
002700,2025-08-25,0.1
003018,2025-08-25,0.1
301337,2025-08-25,0.1
301309,2025-08-26,0.1
001336,2025-08-26,0.1
600883,2025-08-26,0.1
301314,2025-08-26,0.1
300163,2025-08-26,0.1
001225,2025-08-26,0.1
001331,2025-08-26,0.1
001260,2025-08-26,0.1
603391,2025-08-26,0.1
300930,2025-08-26,0.1
603307,2025-08-26,0.1
002700,2025-08-26,0.1
003018,2025-08-26,0.1
301139,2025-08-26,0.1
301309,2025-08-27,0.1
001336,2025-08-27,0.1
301081,2025-08-27,0.1
301499,2025-08-27,0.1
300163,2025-08-27,0.1
301388,2025-08-27,0.1
001331,2025-08-27,0.1
001260,2025-08-27,0.1
603391,2025-08-27,0.1
603307,2025-08-27,0.1
300621,2025-08-27,0.1
003018,2025-08-27,0.1
301337,2025-08-27,0.1
603307,2025-08-28,0.1
001336,2025-08-28,0.1
301081,2025-08-28,0.1
301507,2025-08-28,0.1
300163,2025-08-28,0.1
300804,2025-08-28,0.1
001331,2025-08-28,0.1
001260,2025-08-28,0.1
603391,2025-08-28,0.1
300417,2025-08-28,0.1
301587,2025-08-28,0.1
003018,2025-08-28,0.1
301337,2025-08-28,0.1
603307,2025-08-29,0.1
001336,2025-08-29,0.1
301081,2025-08-29,0.1
002360,2025-08-29,0.1
300163,2025-08-29,0.1
001331,2025-08-29,0.1
001260,2025-08-29,0.1
603391,2025-08-29,0.1
300948,2025-08-29,0.1
300594,2025-08-29,0.1
001299,2025-08-29,0.1
001333,2025-08-29,0.1
301309,2025-09-01,0.1
001336,2025-09-01,0.1
301081,2025-09-01,0.1
002360,2025-09-01,0.1
300163,2025-09-01,0.1
001331,2025-09-01,0.1
603307,2025-09-01,0.1
301390,2025-09-01,0.1
300948,2025-09-01,0.1
001299,2025-09-01,0.1
001333,2025-09-01,0.1
301309,2025-09-02,0.1
001336,2025-09-02,0.1
301081,2025-09-02,0.1
301161,2025-09-02,0.1
300163,2025-09-02,0.1
001331,2025-09-02,0.1
603307,2025-09-02,0.1
301567,2025-09-02,0.1
300417,2025-09-02,0.1
301139,2025-09-02,0.1
001299,2025-09-02,0.1
301337,2025-09-02,0.1
