date,code,weight
2025-08-19,601633,0.1
2025-08-19,688279,0.1
2025-08-19,601869,0.1
2025-08-19,600196,0.1
2025-08-19,601688,0.1
2025-08-19,601088,0.1
2025-08-19,601066,0.1
2025-08-19,688505,0.1
2025-08-19,601601,0.1
2025-08-19,601375,0.1
2025-08-20,601869,0.1
2025-08-20,601088,0.1
2025-08-20,600775,0.1
2025-08-20,002948,0.1
2025-08-20,688279,0.1
2025-08-20,600956,0.1
2025-08-20,601628,0.1
2025-08-20,601318,0.1
2025-08-20,601766,0.1
2025-08-20,000333,0.1
2025-08-21,688428,0.1
2025-08-21,688187,0.1
2025-08-21,600026,0.1
2025-08-21,601766,0.1
2025-08-21,600600,0.1
2025-08-21,603259,0.1
2025-08-21,601088,0.1
2025-08-21,601991,0.1
2025-08-21,600775,0.1
2025-08-21,002948,0.1
2025-08-22,600026,0.1
2025-08-22,600775,0.1
2025-08-22,000063,0.1
2025-08-22,601991,0.1
2025-08-22,603127,0.1
2025-08-22,688185,0.1
2025-08-22,600685,0.1
2025-08-22,601717,0.1
2025-08-22,002803,0.1
2025-08-22,688187,0.1
2025-08-25,000063,0.1
2025-08-25,688279,0.1
2025-08-25,601633,0.1
2025-08-25,601038,0.1
2025-08-25,688236,0.1
2025-08-25,601869,0.1
2025-08-25,600775,0.1
2025-08-25,600026,0.1
2025-08-25,688185,0.1
2025-08-25,601298,0.1
2025-08-26,000063,0.1
2025-08-26,688236,0.1
2025-08-26,688279,0.1
2025-08-26,688185,0.1
2025-08-26,600547,0.1
2025-08-26,601298,0.1
2025-08-26,600688,0.1
2025-08-26,000002,0.1
2025-08-26,601633,0.1
2025-08-26,600026,0.1
2025-08-27,600548,0.1
2025-08-27,601766,0.1
2025-08-27,002050,0.1
2025-08-27,601898,0.1
2025-08-27,000063,0.1
2025-08-27,601326,0.1
2025-08-27,600547,0.1
2025-08-27,601298,0.1
2025-08-27,002803,0.1
2025-08-27,601633,0.1
2025-08-28,002050,0.1
2025-08-28,600956,0.1
2025-08-28,600548,0.1
2025-08-28,600938,0.1
2025-08-28,601898,0.1
2025-08-28,600875,0.1
2025-08-28,002948,0.1
2025-08-28,600547,0.1
2025-08-28,300750,0.1
2025-08-28,601633,0.1
2025-08-29,600956,0.1
2025-08-29,600938,0.1
2025-08-29,601898,0.1
2025-08-29,601038,0.1
2025-08-29,601298,0.1
2025-08-29,600585,0.1
2025-08-29,603288,0.1
2025-08-29,600016,0.1
2025-08-29,002948,0.1
2025-08-29,601088,0.1
2025-09-01,600938,0.1
2025-09-01,600196,0.1
2025-09-01,600956,0.1
2025-09-01,601038,0.1
2025-09-01,601088,0.1
2025-09-01,601899,0.1
2025-09-01,000157,0.1
2025-09-01,601818,0.1
2025-09-01,601857,0.1
2025-09-01,600016,0.1
2025-09-02,601038,0.1
2025-09-02,688236,0.1
2025-09-02,002821,0.1
2025-09-02,300759,0.1
2025-09-02,601991,0.1
2025-09-02,601865,0.1
2025-09-02,600026,0.1
2025-09-02,603127,0.1
2025-09-02,688180,0.1
2025-09-02,000002,0.1
2025-09-03,688236,0.1
2025-09-03,002803,0.1
2025-09-03,688428,0.1
2025-09-03,300759,0.1
2025-09-03,300748,0.1
2025-09-03,688185,0.1
2025-09-03,601336,0.1
2025-09-03,601330,0.1
2025-09-03,601318,0.1
2025-09-03,601633,0.1
2025-09-04,688428,0.1
2025-09-04,002803,0.1
2025-09-04,300748,0.1
2025-09-04,002202,0.1
2025-09-04,601865,0.1
2025-09-04,600027,0.1
2025-09-04,688279,0.1
2025-09-04,603259,0.1
2025-09-04,001289,0.1
2025-09-04,601727,0.1
2025-09-05,601330,0.1
2025-09-05,002202,0.1
2025-09-05,300748,0.1
2025-09-05,601186,0.1
2025-09-05,688185,0.1
2025-09-05,688236,0.1
2025-09-05,601728,0.1
2025-09-05,601727,0.1
2025-09-05,600196,0.1
2025-09-05,001289,0.1
2025-09-08,001289,0.1
2025-09-08,600196,0.1
2025-09-08,002202,0.1
2025-09-08,688180,0.1
2025-09-08,600958,0.1
2025-09-08,000063,0.1
2025-09-08,688185,0.1
2025-09-08,601211,0.1
2025-09-08,601728,0.1
2025-09-08,300748,0.1
2025-09-09,600196,0.1
2025-09-09,688180,0.1
2025-09-09,688185,0.1
2025-09-09,601330,0.1
2025-09-09,601038,0.1
2025-09-09,600958,0.1
2025-09-09,600999,0.1
2025-09-09,001289,0.1
2025-09-09,605198,0.1
2025-09-09,601211,0.1
2025-09-10,001289,0.1
2025-09-10,600958,0.1
2025-09-10,600196,0.1
2025-09-10,601456,0.1
2025-09-10,600999,0.1
2025-09-10,601211,0.1
2025-09-10,688428,0.1
2025-09-10,601066,0.1
2025-09-10,605198,0.1
2025-09-10,688366,0.1
2025-09-11,601869,0.1
2025-09-11,601811,0.1
2025-09-11,688505,0.1
2025-09-11,600685,0.1
2025-09-11,601456,0.1
2025-09-11,600958,0.1
2025-09-11,000002,0.1
2025-09-11,600688,0.1
2025-09-11,601717,0.1
2025-09-11,001289,0.1
2025-09-12,601869,0.1
2025-09-12,688234,0.1
2025-09-12,600685,0.1
2025-09-12,601600,0.1
2025-09-12,605198,0.1
2025-09-12,600958,0.1
