code,date,weight
601398,2025-08-08,0.1
601988,2025-08-08,0.1
601088,2025-08-08,0.1
601899,2025-08-08,0.1
601319,2025-08-08,0.1
601328,2025-08-08,0.1
601211,2025-08-08,0.1
002352,2025-08-08,0.1
601127,2025-08-08,0.1
601818,2025-08-08,0.1
601398,2025-08-11,0.1
300750,2025-08-11,0.1
601988,2025-08-11,0.1
601138,2025-08-11,0.1
000858,2025-08-11,0.1
601899,2025-08-11,0.1
300059,2025-08-11,0.1
601319,2025-08-11,0.1
601328,2025-08-11,0.1
002415,2025-08-11,0.1
601398,2025-08-12,0.1
601988,2025-08-12,0.1
601088,2025-08-12,0.1
000858,2025-08-12,0.1
300308,2025-08-12,0.1
300059,2025-08-12,0.1
601328,2025-08-12,0.1
300476,2025-08-12,0.1
600104,2025-08-12,0.1
603993,2025-08-12,0.1
601398,2025-08-13,0.1
601988,2025-08-13,0.1
601138,2025-08-13,0.1
000333,2025-08-13,0.1
601899,2025-08-13,0.1
300308,2025-08-13,0.1
600030,2025-08-13,0.1
300059,2025-08-13,0.1
300502,2025-08-13,0.1
601328,2025-08-13,0.1
601628,2025-08-14,0.1
601318,2025-08-14,0.1
000333,2025-08-14,0.1
000858,2025-08-14,0.1
601899,2025-08-14,0.1
300308,2025-08-14,0.1
600030,2025-08-14,0.1
300059,2025-08-14,0.1
002475,2025-08-14,0.1
300502,2025-08-14,0.1
300750,2025-08-15,0.1
600036,2025-08-15,0.1
601628,2025-08-15,0.1
601318,2025-08-15,0.1
000333,2025-08-15,0.1
601899,2025-08-15,0.1
600000,2025-08-15,0.1
600030,2025-08-15,0.1
300059,2025-08-15,0.1
002475,2025-08-15,0.1
601857,2025-08-18,0.1
601138,2025-08-18,0.1
600036,2025-08-18,0.1
601628,2025-08-18,0.1
601318,2025-08-18,0.1
600028,2025-08-18,0.1
000333,2025-08-18,0.1
000858,2025-08-18,0.1
601899,2025-08-18,0.1
600000,2025-08-18,0.1
601398,2025-08-19,0.1
600519,2025-08-19,0.1
601988,2025-08-19,0.1
601138,2025-08-19,0.1
601628,2025-08-19,0.1
601318,2025-08-19,0.1
000858,2025-08-19,0.1
300308,2025-08-19,0.1
002594,2025-08-19,0.1
300059,2025-08-19,0.1
601398,2025-08-20,0.1
600519,2025-08-20,0.1
601988,2025-08-20,0.1
601138,2025-08-20,0.1
000858,2025-08-20,0.1
601899,2025-08-20,0.1
600030,2025-08-20,0.1
002475,2025-08-20,0.1
300502,2025-08-20,0.1
601328,2025-08-20,0.1
601398,2025-08-21,0.1
600519,2025-08-21,0.1
601988,2025-08-21,0.1
601138,2025-08-21,0.1
600028,2025-08-21,0.1
000858,2025-08-21,0.1
601899,2025-08-21,0.1
300308,2025-08-21,0.1
600030,2025-08-21,0.1
002594,2025-08-21,0.1
601398,2025-08-22,0.1
601988,2025-08-22,0.1
601138,2025-08-22,0.1
601628,2025-08-22,0.1
601318,2025-08-22,0.1
600028,2025-08-22,0.1
000333,2025-08-22,0.1
000858,2025-08-22,0.1
601899,2025-08-22,0.1
600276,2025-08-22,0.1
600519,2025-08-25,0.1
300750,2025-08-25,0.1
601138,2025-08-25,0.1
600036,2025-08-25,0.1
601628,2025-08-25,0.1
601318,2025-08-25,0.1
000333,2025-08-25,0.1
000858,2025-08-25,0.1
688041,2025-08-25,0.1
601899,2025-08-25,0.1
601398,2025-08-26,0.1
601988,2025-08-26,0.1
601138,2025-08-26,0.1
000858,2025-08-26,0.1
601899,2025-08-26,0.1
600276,2025-08-26,0.1
300308,2025-08-26,0.1
600030,2025-08-26,0.1
300059,2025-08-26,0.1
002475,2025-08-26,0.1
601138,2025-08-27,0.1
000858,2025-08-27,0.1
300308,2025-08-27,0.1
600030,2025-08-27,0.1
002594,2025-08-27,0.1
300059,2025-08-27,0.1
002475,2025-08-27,0.1
300502,2025-08-27,0.1
601319,2025-08-27,0.1
002415,2025-08-27,0.1
